"IO_TYPE","IO_REASON","IO_QTY","LOT_QTY","LOT_FQTY","ITEM_TYPE","ITEM_UNIT_PRICE","STOCK_PREV_QTY","STOCK_AVAIL_QTY","STOCK_RESERVE_QTY","RESERVE_RATE","IO_MONTH","IO_WEEKDAY","RISK_LEVEL"
OUT,판매,729,878,0,30,5650,43301,35882,7419,17.13,"05","6",LOW
IN,생산,878,878,0,30,5650,43301,35882,7419,17.13,"05","6",LOW
OUT,폐기,149,878,0,30,5650,43301,35882,7419,17.13,"05","2",HIGH
OUT,판매,912,1124,0,30,6350,42284,36873,5411,12.8,"05","4",LOW
IN,생산,1124,1124,0,30,6350,42284,36873,5411,12.8,"05","6",LOW
OUT,폐기,212,1124,0,30,6350,42284,36873,5411,12.8,"05","2",HIGH
IN,구매,300000,300000,0,10,12,612022,474246,137776,22.51,"05","6",LOW
IN,구매,250000,250000,0,10,6,673811,609813,63998,9.5,"05","6",LOW
IN,구매,250000,250000,0,10,12,336958,269808,67150,19.93,"05","6",LOW
IN,구매,300000,300000,0,10,3,654609,548925,105684,16.14,"05","6",WARNING
IN,생산,54112,54112,0,20,35,229143,194551,34592,15.1,"05","6",WARNING
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"04","4",WARNING
IN,생산,112350,112350,0,20,60,263480,248999,14481,5.5,"05","6",WARNING
IN,생산,91262,91262,0,20,60,230524,211757,18767,8.14,"05","7",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"05","5",LOW
IN,생산,76825,76825,0,20,70,226216,187441,38775,17.14,"05","6",WARNING
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"04","4",LOW
IN,생산,98350,98350,0,20,80,221564,175756,45808,20.67,"05","6",WARNING
IN,생산,14766,14766,0,20,455,20794,17520,3274,15.74,"05","7",WARNING
IN,생산,11994,11994,0,20,455,21710,17156,4554,20.98,"05","7",WARNING
IN,생산,10097,10097,0,20,525,17850,16105,1745,9.78,"05","7",WARNING
IN,생산,12926,12926,0,20,595,17167,15292,1875,10.92,"05","7",WARNING
IN,생산,13867,13867,0,20,475,450470,374442,76028,16.88,"05","7",LOW
IN,생산,11264,11264,0,20,475,442526,344750,97776,22.09,"05","7",LOW
IN,생산,9482,9482,0,20,545,430346,328042,102304,23.77,"05","7",LOW
IN,생산,12139,12139,0,20,615,440790,367894,72896,16.54,"05","7",LOW
OUT,판매,1061,1284,0,30,4950,43776,36605,7171,16.38,"05","6",LOW
IN,생산,1284,1284,0,30,4950,43776,36605,7171,16.38,"05","7",LOW
OUT,폐기,223,1284,0,30,4950,43776,36605,7171,16.38,"05","2",HIGH
OUT,판매,883,1043,0,30,4950,41184,32896,8288,20.12,"05","2",LOW
IN,생산,1043,1043,0,30,4950,41184,32896,8288,20.12,"05","7",LOW
OUT,폐기,160,1043,0,30,4950,41184,32896,8288,20.12,"05","2",HIGH
OUT,판매,728,878,0,30,5650,43301,35882,7419,17.13,"05","2",LOW
IN,생산,878,878,0,30,5650,43301,35882,7419,17.13,"05","7",LOW
OUT,폐기,150,878,0,30,5650,43301,35882,7419,17.13,"05","2",HIGH
OUT,판매,1003,1124,0,30,6350,42284,36873,5411,12.8,"05","7",LOW
IN,생산,1124,1124,0,30,6350,42284,36873,5411,12.8,"05","7",LOW
OUT,폐기,121,1124,0,30,6350,42284,36873,5411,12.8,"05","2",HIGH
IN,구매,300000,300000,0,10,12,612022,474246,137776,22.51,"05","1",LOW
IN,구매,250000,250000,0,10,6,673811,609813,63998,9.5,"05","1",LOW
IN,구매,250000,250000,0,10,12,336958,269808,67150,19.93,"05","1",LOW
IN,구매,300000,300000,0,10,3,654609,548925,105684,16.14,"05","1",WARNING
IN,구매,1500000,1500000,0,10,2,680410,517436,162974,23.95,"05","7",LOW
IN,생산,54112,54112,0,20,35,229143,194551,34592,15.1,"05","2",WARNING
IN,생산,112350,112350,0,20,60,263480,248999,14481,5.5,"05","2",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"05","1",LOW
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"05","7",WARNING
IN,생산,91262,91262,0,20,60,230524,211757,18767,8.14,"05","2",WARNING
IN,구매,500000,500000,0,10,5,236891,196411,40480,17.09,"05","1",LOW
IN,생산,76825,76825,0,20,70,226216,187441,38775,17.14,"05","2",WARNING
IN,생산,98156,98350,0,20,80,221564,175756,45808,20.67,"05","2",WARNING
IN,생산,14766,14766,0,20,455,20794,17520,3274,15.74,"05","2",WARNING
IN,생산,11994,11994,0,20,455,21710,17156,4554,20.98,"05","3",WARNING
IN,생산,9925,10097,0,20,525,17850,16105,1745,9.78,"05","3",WARNING
IN,생산,12926,12926,0,20,595,17167,15292,1875,10.92,"05","3",WARNING
IN,생산,13867,13867,0,20,475,450470,374442,76028,16.88,"05","4",LOW
IN,생산,11264,11264,0,20,475,442526,344750,97776,22.09,"05","3",LOW
IN,생산,9482,9482,0,20,545,430346,328042,102304,23.77,"05","3",LOW
IN,생산,12139,12139,0,20,615,440790,367894,72896,16.54,"05","3",LOW
OUT,판매,1143,1284,0,30,4950,43776,36605,7171,16.38,"05","5",LOW
IN,생산,1284,1284,0,30,4950,43776,36605,7171,16.38,"05","3",LOW
OUT,폐기,141,1284,0,30,4950,43776,36605,7171,16.38,"05","4",HIGH
OUT,판매,918,1043,0,30,4950,41184,32896,8288,20.12,"05","6",LOW
IN,생산,1043,1043,0,30,4950,41184,32896,8288,20.12,"05","3",LOW
OUT,폐기,125,1043,0,30,4950,41184,32896,8288,20.12,"05","4",HIGH
OUT,판매,773,878,0,30,5650,43301,35882,7419,17.13,"05","2",LOW
IN,생산,878,878,0,30,5650,43301,35882,7419,17.13,"05","3",LOW
OUT,폐기,105,878,0,30,5650,43301,35882,7419,17.13,"05","4",HIGH
OUT,판매,928,1124,0,30,6350,42284,36873,5411,12.8,"05","5",LOW
IN,생산,1124,1124,0,30,6350,42284,36873,5411,12.8,"05","3",LOW
OUT,폐기,196,1124,0,30,6350,42284,36873,5411,12.8,"05","4",HIGH
IN,구매,300000,300000,0,10,12,612022,474246,137776,22.51,"05","3",LOW
IN,구매,250000,250000,0,10,6,673811,609813,63998,9.5,"05","3",LOW
IN,구매,250000,250000,0,10,12,336958,269808,67150,19.93,"05","3",LOW
IN,구매,300000,300000,0,10,3,654609,548925,105684,16.14,"05","3",WARNING
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"05","1",LOW
IN,생산,54115,54115,0,20,35,229143,194551,34592,15.1,"05","3",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"05","1",LOW
IN,생산,112350,112350,0,20,60,263480,248999,14481,5.5,"05","3",WARNING
IN,생산,91265,91265,0,20,60,230524,211757,18767,8.14,"05","3",WARNING
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"05","1",WARNING
IN,생산,76825,76825,0,20,70,226216,187441,38775,17.14,"05","3",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"05","1",LOW
IN,생산,98350,98350,0,20,80,221564,175756,45808,20.67,"05","3",WARNING
IN,생산,14766,14766,0,20,455,20794,17520,3274,15.74,"05","4",WARNING
IN,생산,11997,11997,0,20,455,21710,17156,4554,20.98,"05","4",WARNING
IN,생산,10097,10097,0,20,525,17850,16105,1745,9.78,"05","4",WARNING
IN,생산,13868,13868,0,20,475,450470,374442,76028,16.88,"05","4",LOW
IN,생산,10942,11266,0,20,475,442526,344750,97776,22.09,"05","4",LOW
IN,생산,9484,9484,0,20,545,430346,328042,102304,23.77,"05","4",LOW
IN,생산,12140,12140,0,20,615,440790,367894,72896,16.54,"05","4",LOW
OUT,판매,1060,1284,0,30,4950,43776,36605,7171,16.38,"05","1",LOW
IN,생산,1284,1284,0,30,4950,43776,36605,7171,16.38,"05","4",LOW
OUT,폐기,224,1284,0,30,4950,43776,36605,7171,16.38,"05","7",HIGH
OUT,판매,853,1043,0,30,4950,41184,32896,8288,20.12,"05","7",LOW
IN,생산,1043,1043,0,30,4950,41184,32896,8288,20.12,"05","4",LOW
OUT,폐기,190,1043,0,30,4950,41184,32896,8288,20.12,"05","7",HIGH
OUT,판매,715,878,0,30,5650,43301,35882,7419,17.13,"05","5",LOW
IN,생산,878,878,0,30,5650,43301,35882,7419,17.13,"05","4",LOW
OUT,폐기,163,878,0,30,5650,43301,35882,7419,17.13,"05","7",HIGH
OUT,판매,971,1124,0,30,6350,42284,36873,5411,12.8,"05","2",LOW
IN,생산,1124,1124,0,30,6350,42284,36873,5411,12.8,"05","4",LOW
OUT,폐기,153,1124,0,30,6350,42284,36873,5411,12.8,"05","7",HIGH
IN,구매,500000,500000,0,10,5,236891,196411,40480,17.09,"05","4",LOW
IN,구매,1000000,1000000,0,10,1,406612,365147,41465,10.2,"05","2",LOW
IN,생산,48325,48325,0,20,35,229143,194551,34592,15.1,"05","4",WARNING
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"05","2",LOW
IN,생산,96775,96775,0,20,60,263480,248999,14481,5.5,"05","4",WARNING
IN,구매,500000,500000,0,10,6,673811,609813,63998,9.5,"05","3",LOW
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"05","3",LOW
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"05","2",WARNING
IN,생산,84350,84350,0,20,60,230524,211757,18767,8.14,"05","4",WARNING
IN,생산,66587,66587,0,20,70,226216,187441,38775,17.14,"05","4",WARNING
IN,구매,500000,500000,0,10,12,336958,269808,67150,19.93,"05","3",LOW
IN,생산,90562,90562,0,20,80,221564,175756,45808,20.67,"05","4",WARNING
IN,생산,12719,12719,0,20,455,20794,17520,3274,15.74,"05","4",WARNING
IN,생산,11086,11086,0,20,455,21710,17156,4554,20.98,"05","5",WARNING
IN,생산,8751,8751,0,20,525,17850,16105,1745,9.78,"05","5",WARNING
IN,생산,11902,11902,0,20,595,17167,15292,1875,10.92,"05","4",WARNING
IN,생산,11944,11944,0,20,475,450470,374442,76028,16.88,"05","5",LOW
IN,생산,10411,10411,0,20,475,442526,344750,97776,22.09,"05","5",LOW
IN,생산,8218,8218,0,20,545,430346,328042,102304,23.77,"05","5",LOW
IN,생산,11178,11178,0,20,615,440790,367894,72896,16.54,"05","6",LOW
OUT,판매,905,1106,0,30,4950,43776,36605,7171,16.38,"05","6",LOW
IN,생산,1106,1106,0,30,4950,43776,36605,7171,16.38,"05","5",LOW
OUT,폐기,201,1106,0,30,4950,43776,36605,7171,16.38,"05","7",HIGH
OUT,판매,804,964,0,30,4950,41184,32896,8288,20.12,"05","7",LOW
IN,생산,964,964,0,30,4950,41184,32896,8288,20.12,"05","5",LOW
OUT,폐기,160,964,0,30,4950,41184,32896,8288,20.12,"05","7",HIGH
OUT,판매,635,761,0,30,5650,43301,35882,7419,17.13,"05","2",LOW
IN,생산,761,761,0,30,5650,43301,35882,7419,17.13,"05","5",LOW
OUT,폐기,126,761,0,30,5650,43301,35882,7419,17.13,"05","7",HIGH
OUT,판매,844,1035,0,30,6350,42284,36873,5411,12.8,"05","6",LOW
IN,생산,1035,1035,0,30,6350,42284,36873,5411,12.8,"05","5",LOW
OUT,폐기,191,1035,0,30,6350,42284,36873,5411,12.8,"05","7",HIGH
IN,구매,300000,300000,0,10,12,612022,474246,137776,22.51,"05","5",LOW
IN,구매,250000,250000,0,10,6,673811,609813,63998,9.5,"05","5",LOW
IN,구매,250000,250000,0,10,12,336958,269808,67150,19.93,"05","5",LOW
IN,구매,300000,300000,0,10,3,654609,548925,105684,16.14,"05","5",WARNING
IN,구매,1500000,1500000,0,10,2,680410,517436,162974,23.95,"05","4",LOW
IN,생산,47463,48325,0,20,35,229143,194551,34592,15.1,"05","5",WARNING
OUT,폐기,36610,48325,0,20,35,229143,194551,34592,15.1,"05","4",HIGH
IN,생산,96775,96775,0,20,60,263480,248999,14481,5.5,"05","5",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"05","4",LOW
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"05","4",LOW
IN,생산,84350,84350,0,20,60,230524,211757,18767,8.14,"05","5",WARNING
IN,생산,66587,66587,0,20,70,226216,187441,38775,17.14,"05","5",WARNING
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"05","3",WARNING
IN,생산,90562,90562,0,20,80,221564,175756,45808,20.67,"05","5",WARNING
IN,생산,12462,12719,0,20,455,20794,17520,3274,15.74,"05","6",WARNING
IN,생산,11086,11086,0,20,455,21710,17156,4554,20.98,"05","5",WARNING
IN,생산,8751,8751,0,20,525,17850,16105,1745,9.78,"05","6",WARNING
IN,생산,11902,11902,0,20,595,17167,15292,1875,10.92,"05","6",WARNING
IN,생산,11944,11944,0,20,475,450470,374442,76028,16.88,"05","6",LOW
IN,생산,10060,10411,0,20,475,442526,344750,97776,22.09,"05","6",LOW
IN,생산,8218,8218,0,20,545,430346,328042,102304,23.77,"05","6",LOW
IN,생산,11178,11178,0,20,615,440790,367894,72896,16.54,"05","6",LOW
OUT,판매,954,1106,0,30,4950,43776,36605,7171,16.38,"05","1",LOW
IN,생산,1106,1106,0,30,4950,43776,36605,7171,16.38,"05","6",LOW
OUT,폐기,152,1106,0,30,4950,43776,36605,7171,16.38,"05","7",HIGH
OUT,판매,823,964,0,30,4950,41184,32896,8288,20.12,"05","7",LOW
IN,생산,964,964,0,30,4950,41184,32896,8288,20.12,"05","6",LOW
OUT,폐기,141,964,0,30,4950,41184,32896,8288,20.12,"05","7",HIGH
OUT,판매,615,761,0,30,5650,43301,35882,7419,17.13,"05","7",LOW
IN,생산,761,761,0,30,5650,43301,35882,7419,17.13,"05","6",LOW
OUT,폐기,146,761,0,30,5650,43301,35882,7419,17.13,"05","7",HIGH
OUT,판매,856,1035,0,30,6350,42284,36873,5411,12.8,"05","3",LOW
IN,생산,1035,1035,0,30,6350,42284,36873,5411,12.8,"05","6",LOW
OUT,폐기,179,1035,0,30,6350,42284,36873,5411,12.8,"05","7",HIGH
IN,생산,48325,48325,0,20,35,229143,194551,34592,15.1,"05","6",WARNING
OUT,폐기,1855,48325,0,20,35,229143,194551,34592,15.1,"05","5",HIGH
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"05","5",LOW
IN,생산,96775,96775,0,20,60,263480,248999,14481,5.5,"05","6",WARNING
OUT,폐기,65673,96775,0,20,60,263480,248999,14481,5.5,"05","4",HIGH
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"05","4",WARNING
IN,생산,84350,84350,0,20,60,230524,211757,18767,8.14,"05","7",WARNING
OUT,폐기,24583,84350,0,20,60,230524,211757,18767,8.14,"05","4",HIGH
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"05","4",LOW
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"05","4",LOW
IN,생산,66587,66587,0,20,70,226216,187441,38775,17.14,"05","6",WARNING
OUT,폐기,3793,66587,0,20,70,226216,187441,38775,17.14,"05","4",HIGH
IN,생산,90562,90562,0,20,80,221564,175756,45808,20.67,"05","6",WARNING
OUT,폐기,29950,90562,0,20,80,221564,175756,45808,20.67,"05","4",HIGH
IN,생산,12719,12719,0,20,455,20794,17520,3274,15.74,"05","7",WARNING
IN,생산,11086,11086,0,20,455,21710,17156,4554,20.98,"05","6",WARNING
IN,생산,12627,12926,0,20,595,17167,15292,1875,10.92,"05","4",WARNING
IN,생산,11902,11902,0,20,595,17167,15292,1875,10.92,"05","7",WARNING
IN,생산,11944,11944,0,20,475,450470,374442,76028,16.88,"05","7",LOW
IN,생산,10411,10411,0,20,475,442526,344750,97776,22.09,"05","7",LOW
IN,생산,8218,8218,0,20,545,430346,328042,102304,23.77,"05","7",LOW
IN,생산,11178,11178,0,20,615,440790,367894,72896,16.54,"05","7",LOW
OUT,판매,965,1106,0,30,4950,43776,36605,7171,16.38,"05","7",LOW
IN,생산,1106,1106,0,30,4950,43776,36605,7171,16.38,"05","7",LOW
OUT,폐기,141,1106,0,30,4950,43776,36605,7171,16.38,"05","1",HIGH
OUT,판매,781,964,0,30,4950,41184,32896,8288,20.12,"05","1",LOW
IN,생산,964,964,0,30,4950,41184,32896,8288,20.12,"05","7",LOW
OUT,폐기,183,964,0,30,4950,41184,32896,8288,20.12,"05","1",HIGH
OUT,판매,657,761,0,30,5650,43301,35882,7419,17.13,"05","4",LOW
IN,생산,761,761,0,30,5650,43301,35882,7419,17.13,"05","7",LOW
OUT,폐기,104,761,0,30,5650,43301,35882,7419,17.13,"05","1",HIGH
OUT,판매,868,1035,0,30,6350,42284,36873,5411,12.8,"05","1",LOW
IN,생산,1035,1035,0,30,6350,42284,36873,5411,12.8,"05","7",LOW
OUT,폐기,167,1035,0,30,6350,42284,36873,5411,12.8,"05","1",HIGH
IN,구매,300000,300000,0,10,12,612022,474246,137776,22.51,"05","7",LOW
IN,구매,250000,250000,0,10,6,673811,609813,63998,9.5,"05","7",LOW
IN,구매,250000,250000,0,10,12,336958,269808,67150,19.93,"05","7",LOW
IN,구매,300000,300000,0,10,3,654609,548925,105684,16.14,"05","7",WARNING
IN,구매,300000,300000,0,10,12,612022,474246,137776,22.51,"05","2",LOW
IN,구매,250000,250000,0,10,6,673811,609813,63998,9.5,"05","2",LOW
IN,구매,250000,250000,0,10,12,336958,269808,67150,19.93,"05","2",LOW
IN,구매,300000,300000,0,10,3,654609,548925,105684,16.14,"05","2",WARNING
IN,생산,48325,48325,0,20,35,229143,194551,34592,15.1,"05","2",WARNING
IN,생산,96775,96775,0,20,60,263480,248999,14481,5.5,"05","2",WARNING
IN,생산,84350,84350,0,20,60,230524,211757,18767,8.14,"05","2",WARNING
IN,구매,500000,500000,0,10,5,236891,196411,40480,17.09,"05","7",LOW
IN,생산,66587,66587,0,20,70,226216,187441,38775,17.14,"05","2",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"05","1",LOW
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"05","7",LOW
IN,생산,90562,90562,0,20,80,221564,175756,45808,20.67,"05","2",WARNING
IN,생산,12719,12719,0,20,455,20794,17520,3274,15.74,"05","3",WARNING
IN,생산,11086,11086,0,20,455,21710,17156,4554,20.98,"05","3",WARNING
IN,생산,8751,8751,0,20,525,17850,16105,1745,9.78,"05","2",WARNING
IN,생산,11902,11902,0,20,595,17167,15292,1875,10.92,"05","2",WARNING
IN,생산,11944,11944,0,20,475,450470,374442,76028,16.88,"05","3",LOW
IN,생산,10411,10411,0,20,475,442526,344750,97776,22.09,"05","3",LOW
IN,생산,8218,8218,0,20,545,430346,328042,102304,23.77,"05","3",LOW
IN,생산,11178,11178,0,20,615,440790,367894,72896,16.54,"05","3",LOW
OUT,판매,900,1106,0,30,4950,43776,36605,7171,16.38,"05","6",LOW
IN,생산,1106,1106,0,30,4950,43776,36605,7171,16.38,"05","3",LOW
OUT,폐기,206,1106,0,30,4950,43776,36605,7171,16.38,"05","1",HIGH
OUT,판매,782,964,0,30,4950,41184,32896,8288,20.12,"05","6",LOW
IN,생산,964,964,0,30,4950,41184,32896,8288,20.12,"05","3",LOW
OUT,폐기,182,964,0,30,4950,41184,32896,8288,20.12,"05","1",HIGH
OUT,판매,627,761,0,30,5650,43301,35882,7419,17.13,"05","1",LOW
IN,생산,761,761,0,30,5650,43301,35882,7419,17.13,"05","3",LOW
OUT,폐기,134,761,0,30,5650,43301,35882,7419,17.13,"05","1",HIGH
OUT,판매,866,1035,0,30,6350,42284,36873,5411,12.8,"05","3",LOW
IN,생산,1035,1035,0,30,6350,42284,36873,5411,12.8,"05","3",LOW
OUT,폐기,169,1035,0,30,6350,42284,36873,5411,12.8,"05","1",HIGH
IN,구매,1500000,1500000,0,10,2,680410,517436,162974,23.95,"05","1",LOW
IN,생산,48325,48325,0,20,35,229143,194551,34592,15.1,"05","3",WARNING
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"05","1",WARNING
IN,구매,1000000,1000000,0,10,1,406612,365147,41465,10.2,"05","1",LOW
IN,생산,96775,96775,0,20,60,263480,248999,14481,5.5,"05","3",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"05","2",LOW
IN,생산,84350,84350,0,20,60,230524,211757,18767,8.14,"05","3",WARNING
IN,생산,66590,66590,0,20,70,226216,187441,38775,17.14,"05","3",WARNING
IN,생산,90565,90565,0,20,80,221564,175756,45808,20.67,"05","3",WARNING
IN,생산,12719,12719,0,20,455,20794,17520,3274,15.74,"05","4",WARNING
IN,생산,11086,11086,0,20,455,21710,17156,4554,20.98,"05","4",WARNING
IN,생산,8754,8754,0,20,525,17850,16105,1745,9.78,"05","4",WARNING
IN,생산,11905,11905,0,20,595,17167,15292,1875,10.92,"05","4",WARNING
IN,생산,11948,11948,0,20,475,450470,374442,76028,16.88,"05","4",LOW
IN,생산,10412,10412,0,20,475,442526,344750,97776,22.09,"05","4",LOW
IN,생산,8222,8222,0,20,545,430346,328042,102304,23.77,"05","4",LOW
IN,생산,11178,11178,0,20,615,440790,367894,72896,16.54,"05","4",LOW
OUT,판매,947,1106,0,30,4950,43776,36605,7171,16.38,"05","6",LOW
IN,생산,1106,1106,0,30,4950,43776,36605,7171,16.38,"05","4",LOW
OUT,폐기,159,1106,0,30,4950,43776,36605,7171,16.38,"05","1",HIGH
OUT,판매,778,964,0,30,4950,41184,32896,8288,20.12,"05","2",LOW
IN,생산,964,964,0,30,4950,41184,32896,8288,20.12,"05","4",LOW
OUT,폐기,186,964,0,30,4950,41184,32896,8288,20.12,"05","1",HIGH
OUT,판매,632,761,0,30,5650,43301,35882,7419,17.13,"05","6",LOW
IN,생산,761,761,0,30,5650,43301,35882,7419,17.13,"05","4",LOW
OUT,폐기,129,761,0,30,5650,43301,35882,7419,17.13,"05","1",HIGH
OUT,판매,884,1035,0,30,6350,42284,36873,5411,12.8,"05","1",LOW
IN,생산,1035,1035,0,30,6350,42284,36873,5411,12.8,"05","4",LOW
OUT,폐기,151,1035,0,30,6350,42284,36873,5411,12.8,"05","1",HIGH
IN,구매,300000,300000,0,10,12,612022,474246,137776,22.51,"05","4",LOW
IN,구매,250000,250000,0,10,6,673811,609813,63998,9.5,"05","4",LOW
IN,구매,250000,250000,0,10,12,336958,269808,67150,19.93,"05","4",LOW
IN,구매,300000,300000,0,10,3,654609,548925,105684,16.14,"05","4",WARNING
IN,구매,500000,500000,0,10,5,236891,196411,40480,17.09,"05","4",LOW
IN,생산,50512,50512,0,20,35,229143,194551,34592,15.1,"05","4",WARNING
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"05","3",LOW
IN,생산,82950,82950,0,20,60,263480,248999,14481,5.5,"05","4",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"05","2",LOW
IN,생산,8751,8751,0,20,525,17850,16105,1745,9.78,"05","7",WARNING
IN,생산,98437,98437,0,20,60,230524,211757,18767,8.14,"05","4",WARNING
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"05","3",WARNING
IN,생산,101762,101762,0,20,70,226216,187441,38775,17.14,"05","5",WARNING
IN,생산,70437,70437,0,20,80,221564,175756,45808,20.67,"05","4",WARNING
IN,생산,10902,10902,0,20,455,20794,17520,3274,15.74,"05","5",WARNING
IN,생산,12937,12937,0,20,455,21710,17156,4554,20.98,"05","5",WARNING
IN,생산,13374,13374,0,20,525,17850,16105,1745,9.78,"05","5",WARNING
IN,생산,9257,9257,0,20,595,17167,15292,1875,10.92,"05","5",WARNING
IN,생산,10238,10238,0,20,475,450470,374442,76028,16.88,"05","5",LOW
IN,생산,12150,12150,0,20,475,442526,344750,97776,22.09,"05","6",LOW
IN,생산,12560,12560,0,20,545,430346,328042,102304,23.77,"05","5",LOW
IN,생산,8694,8694,0,20,615,440790,367894,72896,16.54,"05","5",LOW
OUT,판매,789,948,0,30,4950,43776,36605,7171,16.38,"05","7",LOW
IN,생산,948,948,0,30,4950,43776,36605,7171,16.38,"05","5",LOW
OUT,폐기,159,948,0,30,4950,43776,36605,7171,16.38,"05","1",HIGH
OUT,판매,963,1125,0,30,4950,41184,32896,8288,20.12,"05","5",LOW
IN,생산,1125,1125,0,30,4950,41184,32896,8288,20.12,"05","5",LOW
OUT,폐기,162,1125,0,30,4950,41184,32896,8288,20.12,"05","1",HIGH
OUT,판매,995,1163,0,30,5650,43301,35882,7419,17.13,"05","2",LOW
IN,생산,1163,1163,0,30,5650,43301,35882,7419,17.13,"05","5",LOW
OUT,폐기,168,1163,0,30,5650,43301,35882,7419,17.13,"05","1",HIGH
OUT,판매,718,805,0,30,6350,42284,36873,5411,12.8,"05","3",LOW
IN,생산,805,805,0,30,6350,42284,36873,5411,12.8,"05","5",LOW
OUT,폐기,87,805,0,30,6350,42284,36873,5411,12.8,"05","1",HIGH
IN,생산,50512,50512,0,20,35,229143,194551,34592,15.1,"05","5",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"05","3",LOW
IN,생산,82950,82950,0,20,60,263480,248999,14481,5.5,"05","5",WARNING
IN,구매,500000,500000,0,10,6,673811,609813,63998,9.5,"05","3",LOW
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"05","3",WARNING
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"05","3",LOW
IN,생산,98437,98437,0,20,60,230524,211757,18767,8.14,"05","5",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"05","3",LOW
IN,생산,101762,101762,0,20,70,226216,187441,38775,17.14,"05","5",WARNING
IN,구매,500000,500000,0,10,12,336958,269808,67150,19.93,"05","4",LOW
